Asset,w,Alpha,t-value,iKelly-weight,hard-sell,Valuation Score100,Tenbagger Probability100,Return100,Growth Rate100,Defensive Score100,Risk Score100,Bankruptcy Score100,Future Moat Score100,AI Winner Score100,Good Business Score100,Tariff Winner Score100,Sentiment Score100,Good Governance Score100,Market Disruptor Score100,Oversold Score100,Management Score100,Better World Score100,Marketability Score100,Clean Earnings Score100,Scalability Score100,Odds of Outperformance Score100,Bright Future Score100,Short-Term Upside Score100,Mispricing Score100,1-Month +10% Higher Probability100,1-Month -10% Lower Probability100,1-Month -10% Lower Score100,1-Month +20% Higher Probability100,1-Month -20% Lower Probability100,1-Month -20% Lower Score100,Cat-Integrity,Cat-Market,Cat-Quality,Cat-Resilience,Cat-Upside
AMAZON.COM INC,0.023973491595482996,0.0059722222222222,0.1652712412035496,4.5736046236401275,0.0,0.3928571428571428,0.177375,0.1271071428571428,0.1536428571428571,0.375,0.78125,0.999,0.9955357142857144,0.9955357142857144,0.9732142857142856,0.4642857142857143,0.7455357142857143,0.5267857142857143,1.0,0.6964285714285714,0.75,0.2946428571428572,1.0,0.6964285714285714,0.8035714285714286,0.8080357142857144,0.9598214285714286,0.7321428571428572,0.7589285714285714,0.2177321428571429,0.1396428571428571,0.8603571428571429,0.0999821428571428,0.047375,0.952625,0.34146341463414637,0.45121951219512196,0.9634146341463414,0.625,0.32926829268292684
Constellation Software Inc.,0.02383991815352719,0.0473333333333333,0.8759257322546556,16.209420178011012,0.0,0.5133928571428572,0.2572678571428571,0.1519107142857142,0.163625,0.7321428571428572,0.6964285714285714,0.975,0.7901785714285714,0.5491071428571428,0.9553571428571428,0.7142857142857143,0.4776785714285714,0.75,0.75,0.7410714285714286,0.8035714285714286,0.5267857142857143,0.75,0.7857142857142856,0.9464285714285714,0.7857142857142856,0.7901785714285714,0.5223214285714286,0.9419642857142856,0.2465892857142857,0.2118571428571428,0.7881428571428573,0.1087678571428571,0.1150892857142857,0.8849107142857143,0.9024390243902439,0.5365853658536586,0.6463414634146342,0.9605263157894737,0.4634146341463415
MASTERCARD INC,0.02370176682114643,0.0031569444444444,0.0719150105620625,1.6382197517738375,0.0,0.3080357142857143,0.1246964285714285,0.1314285714285714,0.1455535714285714,0.7410714285714286,0.7946428571428572,0.9988571428571429,0.9642857142857144,0.7857142857142856,0.9955357142857144,0.4464285714285714,0.75,0.7678571428571428,0.7678571428571428,0.7232142857142857,0.875,0.7321428571428572,1.0,0.875,1.0,0.7946428571428572,0.9419642857142856,0.7098214285714286,0.7410714285714286,0.1839285714285714,0.0837857142857143,0.9162142857142856,0.051,0.0264464285714285,0.9735535714285715,1.0,0.3902439024390244,0.8780487804878049,0.9342105263157895,0.08536585365853659
"Cadence Design Systems, Inc.",0.02368944885439228,0.0265416666666666,0.496208329740631,9.276836665770302,0.0,0.2455357142857143,0.177,0.1215178571428571,0.1540892857142857,0.6964285714285714,0.7455357142857143,0.9980714285714286,0.96875,0.9910714285714286,0.9910714285714286,0.6428571428571429,0.75,0.6875,0.8035714285714286,0.6919642857142857,0.7589285714285714,0.5,0.9553571428571428,0.75,0.8035714285714286,0.7678571428571428,0.9910714285714286,0.7142857142857143,0.7455357142857143,0.2395178571428571,0.197625,0.8023750000000001,0.1448214285714285,0.0834642857142857,0.9165357142857143,0.6463414634146342,0.2073170731707317,0.9512195121951219,0.8618421052631579,0.34146341463414637
PDD Holdings,0.02301872051257101,0.0416180555555555,0.9459930997078932,21.50275722277198,0.0,0.9419642857142856,0.2268214285714285,0.1228035714285714,0.1251428571428571,0.2678571428571428,0.6964285714285714,0.99725,0.7053571428571428,0.53125,0.7455357142857143,0.25,0.4642857142857143,0.4732142857142857,0.7946428571428572,0.75,0.5089285714285714,0.2321428571428571,0.75,0.3839285714285714,0.7946428571428572,0.75,0.6919642857142857,0.5,0.7723214285714286,0.1965535714285714,0.2085,0.7915,0.1288392857142856,0.1558571428571428,0.8441428571428572,0.012195121951219513,0.975609756097561,0.2073170731707317,0.21052631578947367,0.17073170731707318
META PLATFORMS INC,0.02301598091575695,0.0115402777777777,0.2887872330680491,7.22669484990153,0.0,0.59375,0.1721249999999999,0.1294107142857143,0.1513928571428571,0.25,0.7410714285714286,0.9988571428571429,0.8482142857142856,0.9553571428571428,0.8705357142857144,0.3214285714285714,0.6964285714285714,0.3035714285714286,0.7589285714285714,0.7767857142857144,0.7232142857142857,0.25,1.0,0.7232142857142857,0.7946428571428572,0.7991071428571428,0.7723214285714286,0.7321428571428572,0.7723214285714286,0.2119285714285714,0.1740178571428571,0.8259821428571429,0.1123392857142857,0.1044821428571428,0.8955178571428573,0.17073170731707318,0.6585365853658537,0.7317073170731707,0.28289473684210525,0.3780487804878049
BYD Company Limited,0.0229772598468717,0.0220138888888888,0.5667832994441113,14.592755971022225,0.0,0.7098214285714286,0.3000892857142856,0.1318214285714285,0.1673928571428571,0.4553571428571428,0.5133928571428572,0.9619642857142858,0.7633928571428572,0.7321428571428572,0.75,0.5892857142857143,0.5044642857142857,0.5267857142857143,1.0,0.7633928571428572,0.75,0.5357142857142857,0.7410714285714286,0.7321428571428572,0.5357142857142857,0.7410714285714286,0.7857142857142856,0.3928571428571428,0.7946428571428572,0.2237678571428571,0.2641071428571429,0.7358928571428571,0.1532321428571428,0.13375,0.86625,0.524390243902439,0.8536585365853658,0.4634146341463415,0.6447368421052632,0.35365853658536583
"Paycom Software, Inc.",0.02291684539668999,0.0147361111111111,0.308163064230988,6.444337548773524,0.0,0.7276785714285714,0.1967857142857143,0.1225357142857142,0.1131249999999999,0.5267857142857143,0.7008928571428572,0.9956071428571429,0.75,0.7410714285714286,0.7901785714285714,0.6071428571428571,0.28125,0.5982142857142857,0.9464285714285714,0.7544642857142856,0.7589285714285714,0.6964285714285714,0.75,0.4910714285714286,0.8035714285714286,0.7544642857142856,0.7410714285714286,0.3035714285714286,0.8080357142857144,0.20675,0.2480357142857143,0.7519642857142856,0.12675,0.174375,0.825625,0.5,0.9390243902439024,0.4878048780487805,0.6842105263157895,0.06097560975609756
NETEASE INC,0.022911909439418388,0.0039791666666666,0.1066354816314,2.8576651583901116,0.0,0.75,0.195125,0.1040357142857142,0.0983035714285714,0.3928571428571428,0.7633928571428572,0.9857857142857143,0.7455357142857143,0.7142857142857143,0.7544642857142856,0.3571428571428571,0.7455357142857143,0.6964285714285714,0.7589285714285714,0.6964285714285714,0.7678571428571428,0.6160714285714286,0.75,0.6607142857142857,0.8035714285714286,0.7544642857142856,0.7366071428571428,0.7276785714285714,0.7321428571428572,0.3068214285714286,0.1771607142857143,0.8228392857142857,0.1505535714285714,0.0858571428571428,0.9141428571428571,0.6097560975609756,0.8902439024390244,0.3597560975609756,0.9078947368421053,0.43902439024390244
KUAISHOU TECHNOLOGY,0.022659062526082466,0.0027986111111111,0.0789499729640585,2.2272112785798557,0.0,0.75,0.266625,0.1419642857142857,0.156375,0.2410714285714286,0.6919642857142857,0.9578571428571429,0.6919642857142857,0.7857142857142856,0.7455357142857143,0.5892857142857143,0.7589285714285714,0.6964285714285714,0.7589285714285714,0.7276785714285714,0.6875,0.5535714285714286,0.7857142857142856,0.5178571428571428,0.7410714285714286,0.7008928571428572,0.7142857142857143,0.7455357142857143,0.9419642857142856,0.3641250000000001,0.2341964285714285,0.7658035714285715,0.2348749999999999,0.1228392857142857,0.8771607142857143,0.2926829268292683,0.926829268292683,0.25,0.4868421052631579,0.926829268292683
"Airbnb, Inc.",0.022373777788041914,0.0014499999999999,0.0444767534286524,1.3642631693470002,0.0,0.6919642857142857,0.2075,0.1023214285714285,0.1304821428571428,0.25,0.7053571428571428,0.9816071428571429,0.7410714285714286,0.75,0.75,0.4285714285714286,0.46875,0.7232142857142857,0.9464285714285714,0.7410714285714286,0.75,0.2589285714285714,0.7678571428571428,0.7321428571428572,0.9642857142857144,0.7455357142857143,0.7633928571428572,0.4598214285714286,0.7455357142857143,0.1794642857142857,0.2211428571428571,0.7788571428571429,0.1008035714285714,0.0997678571428571,0.9002321428571429,0.5365853658536586,0.7195121951219512,0.47560975609756095,0.4473684210526316,0.012195121951219513
ADVANCED MICRO DEVICES INC,0.022244477519690786,0.0332125,0.9602181545372472,27.761201484468693,0.0,0.2946428571428572,0.3754999999999999,0.1776607142857142,0.2851428571428571,0.2410714285714286,0.7098214285714286,0.9937142857142858,0.75,0.9821428571428572,0.75,0.2857142857142857,0.7366071428571428,0.75,0.7767857142857144,0.6741071428571428,0.75,0.7232142857142857,0.9642857142857144,0.7410714285714286,0.5357142857142857,0.7589285714285714,0.7723214285714286,0.6741071428571428,0.7544642857142856,0.2899642857142857,0.2716071428571428,0.7283928571428572,0.1845892857142857,0.1625535714285714,0.8374464285714286,0.8780487804878049,0.2804878048780488,0.524390243902439,0.23026315789473684,0.8780487804878049
PALO ALTO NETWORKS INC,0.022233648032717945,0.0211111111111111,0.5189999710719941,12.759203840813562,0.0,0.2589285714285714,0.1413571428571428,0.1187142857142857,0.1740714285714285,0.5357142857142857,0.71875,0.9965,0.8035714285714286,0.96875,0.9508928571428572,0.6785714285714286,0.6785714285714286,0.75,0.9821428571428572,0.71875,0.7410714285714286,0.7410714285714286,0.9553571428571428,0.7410714285714286,0.7589285714285714,0.75,0.7946428571428572,0.5982142857142857,0.7276785714285714,0.2086607142857143,0.1783392857142857,0.8216607142857143,0.1168035714285714,0.0913571428571428,0.9086428571428572,0.8902439024390244,0.17073170731707318,0.8170731707317073,0.75,0.04878048780487805
Sea Limited,0.022121104882417725,0.0138333333333333,0.3611579605535348,9.429041383459415,0.0,0.6919642857142857,0.25225,0.1501249999999999,0.2456964285714285,0.2589285714285714,0.6919642857142857,0.9656428571428572,0.7098214285714286,0.7276785714285714,0.7098214285714286,0.7321428571428571,0.7321428571428572,0.5357142857142857,0.7589285714285714,0.7455357142857143,0.5,0.4910714285714286,0.7321428571428572,0.4553571428571428,0.7232142857142857,0.7142857142857143,0.75,0.53125,0.8080357142857144,0.2906607142857143,0.2382857142857143,0.7617142857142857,0.1773214285714285,0.1489464285714285,0.8510535714285715,0.0975609756097561,0.7439024390243902,0.17682926829268292,0.5789473684210527,0.7439024390243902
"Bill.com Holdings, Inc.",0.021843442611378102,0.0001805555555555,0.0043599289589871,0.1052805075364533,0.0,0.7098214285714286,0.2161607142857143,0.1287499999999999,0.1698571428571428,0.2410714285714286,0.6071428571428572,0.93125,0.6919642857142857,0.75,0.71875,0.4821428571428571,0.6964285714285714,0.7321428571428572,0.75,0.7455357142857143,0.7053571428571428,0.7142857142857143,0.7321428571428572,0.4642857142857143,0.7321428571428572,0.7321428571428572,0.7455357142857143,0.7142857142857143,0.7410714285714286,0.3056607142857143,0.2678214285714286,0.7321785714285713,0.2114464285714286,0.1420714285714285,0.8579285714285715,0.36585365853658536,0.7926829268292683,0.17682926829268292,0.39473684210526316,0.7682926829268293
OKTA INC,0.021837521542373898,0.0032819444444444,0.0787007279603083,1.8872362668926683,0.0,0.5892857142857143,0.217,0.124125,0.1757321428571428,0.2767857142857143,0.6294642857142857,0.9780714285714286,0.7321428571428572,0.75,0.7455357142857143,0.5535714285714286,0.5133928571428572,0.5,0.8035714285714286,0.7544642857142856,0.7053571428571428,0.7053571428571428,0.75,0.5178571428571428,0.75,0.7455357142857143,0.7366071428571428,0.5357142857142857,0.9419642857142856,0.2728928571428571,0.2970357142857143,0.7029642857142857,0.1718214285714285,0.1792499999999999,0.8207500000000001,0.2682926829268293,0.5609756097560976,0.3048780487804878,0.5526315789473685,0.573170731707317
GITLAB INC,0.021757382089594105,0.0263611111111111,0.5853677807263284,12.99852033050454,0.0,0.65625,0.2041964285714286,0.111875,0.1965357142857142,0.2678571428571428,0.625,0.9441071428571429,0.7455357142857143,0.7589285714285714,0.75,0.6071428571428571,0.4330357142857143,0.7410714285714286,0.75,0.7589285714285714,0.7053571428571428,0.7589285714285714,0.75,0.2589285714285714,0.7589285714285714,0.7053571428571428,0.7589285714285714,0.5223214285714286,0.7991071428571428,0.2870892857142857,0.3392321428571428,0.6607678571428572,0.19425,0.2203571428571429,0.7796428571428571,0.4878048780487805,0.573170731707317,0.3902439024390244,0.6973684210526315,0.5487804878048781
ON SEMICONDUCTOR CORP,0.021719506176339744,0.0051708333333333,0.1060694914682504,2.175807320612395,0.0,0.6741071428571428,0.168125,0.1210178571428571,0.119875,0.375,0.5357142857142857,0.9642857142857143,0.7410714285714286,0.7991071428571428,0.7232142857142857,0.5178571428571429,0.4776785714285714,0.75,0.7678571428571428,0.7410714285714286,0.7410714285714286,0.7321428571428572,0.7678571428571428,0.5089285714285714,0.5089285714285714,0.75,0.7366071428571428,0.7008928571428572,0.7366071428571428,0.2404464285714285,0.252875,0.747125,0.136375,0.1496071428571428,0.8503928571428572,0.7195121951219512,0.6097560975609756,0.2682926829268293,0.5394736842105263,0.23170731707317074
Meituan,0.021687604435373268,0.0134319444444444,0.3554112300170071,9.40423353779189,0.0,0.71875,0.2035535714285714,0.1235892857142857,0.1815714285714285,0.2678571428571428,0.4866071428571428,0.9707857142857143,0.7232142857142857,0.7678571428571428,0.71875,0.6071428571428571,0.2991071428571428,0.5178571428571428,0.7767857142857144,0.7589285714285714,0.75,0.2767857142857143,0.7142857142857143,0.6964285714285714,0.75,0.71875,0.7232142857142857,0.4866071428571428,0.7589285714285714,0.2477321428571429,0.2596607142857143,0.7403392857142856,0.1791428571428572,0.1887321428571428,0.8112678571428572,0.32926829268292684,0.8292682926829268,0.23170731707317074,0.25,0.3048780487804878
"Synopsys, Inc.",0.021424697793025582,0.0244583333333333,0.6429763097985489,16.902972468640254,0.0,0.3214285714285714,0.1667857142857143,0.1349107142857143,0.1528392857142857,0.4821428571428572,0.5446428571428572,0.9744285714285715,0.96875,0.9821428571428572,0.8035714285714286,0.5178571428571429,0.5848214285714286,0.6875,0.7946428571428572,0.7455357142857143,0.7232142857142857,0.7232142857142857,0.9464285714285714,0.6964285714285714,0.7678571428571428,0.78125,0.7633928571428572,0.4732142857142857,0.7767857142857144,0.2256607142857142,0.297125,0.702875,0.1415892857142857,0.1545535714285714,0.8454464285714286,0.5121951219512195,0.4268292682926829,0.7560975609756098,0.5921052631578947,0.13414634146341464
KLA Corporation,0.021335056891664452,0.0132916666666666,0.3350415700783695,8.44535576280218,0.0,0.2633928571428572,0.1484107142857142,0.0970178571428571,0.1150892857142857,0.5535714285714286,0.7276785714285714,0.9938214285714286,0.9866071428571428,0.9553571428571428,0.7901785714285714,0.4285714285714286,0.7455357142857143,0.75,0.7767857142857144,0.3214285714285714,0.7589285714285714,0.625,0.7946428571428572,0.7232142857142857,0.75,0.7991071428571428,0.8080357142857144,0.7321428571428572,0.6964285714285714,0.2754285714285714,0.1906607142857142,0.8093392857142858,0.1127678571428571,0.0806428571428571,0.9193571428571429,0.8170731707317073,0.18292682926829268,0.7926829268292683,0.8947368421052632,0.1951219512195122
WiseTech Global Limited,0.02127175684759926,0.01925,0.4260000057480184,9.427324929730478,0.0,0.2321428571428571,0.1675,0.1340178571428571,0.2046071428571428,0.5,0.4732142857142857,0.9785714285714286,0.8035714285714286,0.7857142857142856,0.9598214285714286,0.6964285714285714,0.3616071428571428,0.5089285714285714,0.9821428571428572,0.7678571428571428,0.7232142857142857,0.5089285714285714,0.75,0.6875,0.7946428571428572,0.7455357142857143,0.7366071428571428,0.6875,0.9285714285714286,0.3050357142857143,0.2729285714285714,0.7270714285714286,0.1416428571428571,0.1867142857142857,0.8132857142857143,0.21341463414634146,0.1951219512195122,0.6585365853658537,0.4605263157894737,0.5975609756097561
DATADOG INC,0.021166181676698013,0.0355972222222222,0.8142175288070742,18.623649342021977,0.0,0.2410714285714286,0.1709821428571428,0.1459642857142857,0.2426607142857142,0.25,0.6964285714285714,0.9849642857142858,0.7544642857142856,0.9419642857142856,0.7991071428571428,0.5357142857142857,0.7544642857142856,0.75,0.9821428571428572,0.4732142857142857,0.7321428571428572,0.7321428571428572,0.7678571428571428,0.6875,0.8660714285714286,0.7544642857142856,0.7767857142857144,0.6875,0.7410714285714286,0.2501607142857143,0.2113571428571429,0.7886428571428571,0.1857142857142857,0.1030357142857142,0.8969642857142858,0.7439024390243902,0.15853658536585366,0.7195121951219512,0.34868421052631576,0.5609756097560976
BLOCK INC,0.020957144406604206,0.0080277777777777,0.2197322415002628,6.014398914776035,0.0,0.7008928571428572,0.1801071428571428,0.1211071428571428,0.1605178571428571,0.2410714285714286,0.6116071428571428,0.9641071428571429,0.7008928571428572,0.7544642857142856,0.6964285714285714,0.3571428571428571,0.5357142857142857,0.3214285714285714,0.7678571428571428,0.7276785714285714,0.6071428571428572,0.3660714285714286,0.75,0.4375,0.7142857142857143,0.7366071428571428,0.6696428571428572,0.7053571428571428,0.7678571428571428,0.27675,0.2339464285714285,0.7660535714285714,0.1794285714285714,0.1412321428571428,0.8587678571428572,0.06097560975609756,0.7804878048780488,0.13414634146341464,0.34868421052631576,0.4878048780487805
MARVELL TECHNOLOGY INC,0.02091341672191014,0.0244458333333333,0.6119908705451699,15.320926904951826,0.0,0.3303571428571428,0.2100178571428571,0.1551607142857143,0.2438214285714286,0.2678571428571428,0.71875,0.9694642857142858,0.7410714285714286,0.9598214285714286,0.7410714285714286,0.4285714285714286,0.6651785714285714,0.7321428571428572,0.7767857142857144,0.5892857142857143,0.7232142857142857,0.7321428571428572,0.7678571428571428,0.2946428571428572,0.7321428571428572,0.7455357142857143,0.7723214285714286,0.7142857142857143,0.7276785714285714,0.3318214285714286,0.2859285714285715,0.7140714285714285,0.2302321428571428,0.1839107142857143,0.8160892857142857,0.4634146341463415,0.3170731707317073,0.45121951219512196,0.7763157894736842,0.8902439024390244
ZSCALER INC,0.020683114917583678,0.0479027777777777,0.9088214543153168,17.242349486608916,0.0,0.3258928571428572,0.1951607142857142,0.1433928571428571,0.2207857142857142,0.2857142857142857,0.6875,0.9078214285714286,0.7857142857142856,0.7946428571428572,0.78125,0.7321428571428571,0.5,0.75,0.9732142857142856,0.75,0.75,0.6875,0.75,0.7053571428571428,0.7410714285714286,0.75,0.7723214285714286,0.4821428571428572,0.7410714285714286,0.2963392857142857,0.2760714285714285,0.7239285714285715,0.1660357142857143,0.1784464285714286,0.8215535714285714,0.7621951219512195,0.36585365853658536,0.5975609756097561,0.8421052631578947,0.5121951219512195
ACM Research Inc.,0.020654002688783896,0.0575138888888888,0.7350334361356246,9.393803178239244,0.0,0.7589285714285714,0.2945357142857143,0.1375357142857143,0.156125,0.25,0.6116071428571428,0.8871428571428572,0.7276785714285714,0.7723214285714286,0.5446428571428572,0.7321428571428571,0.7321428571428572,0.5,0.75,0.7410714285714286,0.7410714285714286,0.7053571428571428,0.7321428571428572,0.3035714285714286,0.5089285714285714,0.7366071428571428,0.6205357142857143,0.6875,0.7678571428571428,0.2999107142857143,0.2915357142857143,0.7084642857142858,0.2026964285714285,0.199,0.8009999999999999,0.25609756097560976,0.9146341463414634,0.12195121951219512,0.625,0.8292682926829268
