Asset,w,Alpha,t-value,iKelly-weight,hard-sell,Valuation Score100,Tenbagger Probability100,Return100,Growth Rate100,Defensive Score100,Risk Score100,Bankruptcy Score100,Future Moat Score100,AI Winner Score100,Good Business Score100,Tariff Winner Score100,Sentiment Score100,Good Governance Score100,Market Disruptor Score100,Oversold Score100,Management Score100,Better World Score100,Marketability Score100,Clean Earnings Score100,Scalability Score100,Odds of Outperformance Score100,Bright Future Score100,Short-Term Upside Score100,Mispricing Score100,1-Month +10% Higher Probability100,1-Month -10% Lower Probability100,1-Month -10% Lower Score100,1-Month +20% Higher Probability100,1-Month -20% Lower Probability100,1-Month -20% Lower Score100,Cat-Integrity,Cat-Market,Cat-Quality,Cat-Resilience,Cat-Upside
"Intuitive Surgical, Inc.",0.02161988368928762,0.0066527777777777,0.1431467040610786,3.0800636317653476,0.0,0.25,0.3832142857142857,0.1101428571428571,0.1518928571428571,0.5178571428571428,0.7321428571428572,0.9988571428571429,0.7946428571428572,0.9910714285714286,0.9910714285714286,0.3035714285714286,0.6964285714285714,0.75,1.0,0.7053571428571428,0.9553571428571428,0.625,0.9732142857142856,0.7857142857142856,0.7232142857142857,0.7678571428571428,0.9866071428571428,0.7053571428571428,0.5357142857142857,0.5788571428571428,0.1741785714285714,0.8258214285714286,0.1916428571428571,0.1238928571428571,0.8761071428571429,0.926829268292683,0.36585365853658536,0.8536585365853658,0.7828947368421053,0.6707317073170732
AMAZON.COM INC,0.021588354934692536,0.0059722222222222,0.1652712412035496,4.5736046236401275,0.0,0.2678571428571428,0.6001785714285713,0.1310714285714286,0.1550357142857142,0.375,0.7142857142857143,0.999,0.9910714285714286,1.0,0.9642857142857144,0.4642857142857143,0.7410714285714286,0.5267857142857143,1.0,0.5357142857142857,0.75,0.2946428571428572,1.0,0.6964285714285714,0.8035714285714286,0.7946428571428572,0.8035714285714286,0.6383928571428572,0.6875,0.5299642857142858,0.1967857142857142,0.8032142857142858,0.1853214285714285,0.1216428571428571,0.878357142857143,0.34146341463414637,0.5365853658536586,0.975609756097561,0.5986842105263158,0.8292682926829268
BROADCOM INC,0.021451330929944085,0.0163152777777777,0.3116187031507874,5.9518579748389,0.0,0.2633928571428572,0.5881071428571428,0.1438214285714285,0.2692857142857143,0.5089285714285714,0.5178571428571428,0.9961071428571429,0.7857142857142856,1.0,0.9642857142857144,0.4642857142857143,0.7857142857142856,0.7410714285714286,0.875,0.4732142857142857,0.7678571428571428,0.5535714285714286,0.9910714285714286,0.7589285714285714,0.7410714285714286,0.7678571428571428,0.7678571428571428,0.7098214285714286,0.6741071428571428,0.6306071428571428,0.1724285714285714,0.8275714285714286,0.2843928571428571,0.0862142857142857,0.9137857142857143,0.8292682926829268,0.4146341463414634,0.7560975609756098,0.618421052631579,0.9878048780487805
KLA Corporation,0.021396073196304446,0.0132916666666666,0.3350415700783695,8.44535576280218,0.0,0.28125,0.5308928571428572,0.0945357142857142,0.1246071428571428,0.5535714285714286,0.5178571428571428,0.9938214285714286,0.9821428571428572,0.9642857142857144,0.875,0.4285714285714286,0.7678571428571428,0.75,0.7767857142857144,0.2857142857142857,0.7589285714285714,0.625,0.7946428571428572,0.7232142857142857,0.75,0.7946428571428572,0.9419642857142856,0.7008928571428572,0.4776785714285714,0.5718571428571428,0.1988928571428571,0.8011071428571429,0.2145714285714285,0.1068571428571428,0.8931428571428572,0.8170731707317073,0.5,0.8048780487804879,0.6973684210526315,0.7317073170731707
"Cadence Design Systems, Inc.",0.021307712885172258,0.0265416666666666,0.496208329740631,9.276836665770302,0.0,0.25,0.3370357142857142,0.1165,0.1691071428571428,0.6964285714285714,0.7142857142857143,0.9980714285714286,0.9553571428571428,0.9910714285714286,0.9821428571428572,0.6428571428571429,0.75,0.6875,0.8035714285714286,0.7053571428571428,0.7589285714285714,0.5,0.9553571428571428,0.75,0.8035714285714286,0.75,0.96875,0.5491071428571428,0.5357142857142857,0.5412142857142856,0.1933928571428571,0.8066071428571429,0.2120714285714285,0.1379999999999999,0.8620000000000001,0.6463414634146342,0.34146341463414637,0.9634146341463414,0.9078947368421053,0.5365853658536586
Constellation Software Inc.,0.02128497214419622,0.0473333333333333,0.8759257322546556,16.209420178011012,0.0,0.2946428571428572,0.5441071428571429,0.1520357142857143,0.1855357142857143,0.7321428571428572,0.5089285714285714,0.975,0.8035714285714286,0.625,0.7946428571428572,0.7142857142857143,0.7410714285714286,0.75,0.75,0.7589285714285714,0.8035714285714286,0.5267857142857143,0.75,0.7857142857142856,0.9464285714285714,0.7857142857142856,0.9508928571428572,0.5535714285714286,0.5625,0.3846071428571428,0.2630357142857142,0.7369642857142857,0.2036071428571428,0.1829642857142857,0.8170357142857143,0.9024390243902439,0.7560975609756098,0.6951219512195121,0.9473684210526315,0.8902439024390244
INTUIT INC,0.02112204704516644,2.7777777777777898e-05,0.0006186258276633,0.0137771249274761,0.0,0.3035714285714286,0.3940000000000001,0.1253928571428571,0.1478571428571428,0.7053571428571428,0.75,0.9949642857142857,0.8035714285714286,1.0,0.9732142857142856,0.5535714285714286,0.75,0.7410714285714286,0.7946428571428572,0.7410714285714286,0.75,0.375,0.9464285714285714,0.75,0.7946428571428572,0.7678571428571428,0.875,0.5267857142857143,0.6919642857142857,0.37075,0.1964285714285714,0.8035714285714286,0.1762142857142857,0.14875,0.8512500000000001,0.6585365853658537,0.8048780487804879,0.9146341463414634,0.9868421052631579,0.35365853658536583
ALPHABET INC,0.020967135676946545,0.0011180555555555,0.027235753138975,0.6634609929366164,0.0,0.2901785714285714,0.4813214285714286,0.1081785714285714,0.147,0.5178571428571428,0.7410714285714286,0.9990357142857142,0.7767857142857144,1.0,0.9732142857142856,0.5,0.75,0.6875,1.0,0.3125,0.7410714285714286,0.4821428571428572,1.0,0.7053571428571428,0.9821428571428572,0.75,0.7991071428571428,0.5401785714285714,0.53125,0.5236428571428572,0.1850714285714285,0.8149285714285714,0.1898571428571428,0.1193214285714285,0.8806785714285715,0.45121951219512196,0.5853658536585366,0.9390243902439024,0.7368421052631579,0.49390243902439024
"Paycom Software, Inc.",0.020951726339125305,0.0147361111111111,0.308163064230988,6.444337548773524,0.0,0.4732142857142857,0.4728571428571428,0.1161428571428571,0.1262857142857143,0.5267857142857143,0.5178571428571428,0.9956071428571429,0.7589285714285714,0.8035714285714286,0.9553571428571428,0.6071428571428571,0.4910714285714286,0.5982142857142857,0.9464285714285714,0.7321428571428572,0.7589285714285714,0.6964285714285714,0.75,0.4910714285714286,0.8035714285714286,0.7410714285714286,0.7455357142857143,0.4464285714285714,0.5446428571428572,0.2701428571428571,0.3653214285714286,0.6346785714285714,0.1912142857142857,0.2715714285714286,0.7284285714285714,0.5,0.8292682926829268,0.6219512195121951,0.6578947368421053,0.13414634146341464
"ServiceNow, Inc.",0.0209207636098761,0.0266111111111111,0.5842173225680682,12.825841001659375,0.0,0.2321428571428571,0.3260714285714286,0.1483214285714285,0.1976785714285714,0.6964285714285714,0.7053571428571428,0.9982142857142858,0.875,0.9553571428571428,0.9821428571428572,0.5892857142857143,0.75,0.75,0.9821428571428572,0.5267857142857143,0.7678571428571428,0.7410714285714286,0.9732142857142856,0.75,0.9464285714285714,0.7946428571428572,0.8035714285714286,0.71875,0.5982142857142857,0.3765714285714285,0.2245357142857142,0.7754642857142858,0.3465,0.1503928571428571,0.8496071428571429,0.9512195121951219,0.3048780487804878,0.8780487804878049,0.8947368421052632,0.8170731707317073
PDD Holdings,0.02077526362992362,0.0416180555555555,0.9459930997078932,21.50275722277198,0.0,0.6473214285714286,0.6260714285714286,0.1173928571428571,0.14425,0.2678571428571428,0.5178571428571428,0.99725,0.7142857142857143,0.5446428571428572,0.75,0.25,0.7232142857142857,0.4732142857142857,0.7946428571428572,0.5535714285714286,0.5089285714285714,0.2321428571428571,0.75,0.3839285714285714,0.7946428571428572,0.7232142857142857,0.7276785714285714,0.5491071428571428,0.5580357142857143,0.4436428571428571,0.232,0.768,0.2044642857142856,0.1550714285714285,0.8449285714285715,0.012195121951219513,0.926829268292683,0.2804878048780488,0.2565789473684211,0.6951219512195121
TRADE DESK INC,0.020543150223552693,0.032375,0.6374746354540933,12.552089910342216,0.0,0.28125,0.6514285714285714,0.1386428571428571,0.2091071428571428,0.2678571428571428,0.5267857142857143,0.9928571428571429,0.7767857142857144,0.9464285714285714,0.7857142857142856,0.5,0.5267857142857143,0.7142857142857143,0.9910714285714286,0.75,0.7767857142857144,0.4732142857142857,0.7767857142857144,0.4910714285714286,0.9732142857142856,0.7678571428571428,0.7723214285714286,0.4910714285714286,0.5223214285714286,0.3536428571428571,0.2936785714285714,0.7063214285714285,0.2026785714285714,0.2424285714285714,0.7575714285714286,0.47560975609756095,0.573170731707317,0.7195121951219512,0.4605263157894737,0.6219512195121951
Nu Holdings,0.020362558627174062,0.0388819444444444,0.7969143342024411,16.333351254197904,0.0,0.3169642857142857,0.6296428571428572,0.2035714285714285,0.3084642857142857,0.2767857142857143,0.5267857142857143,0.9649642857142858,0.75,0.9375,0.7678571428571428,0.5714285714285714,0.75,0.75,0.7857142857142856,0.5267857142857143,0.75,0.7321428571428572,0.75,0.7232142857142857,0.7857142857142856,0.7321428571428572,0.7946428571428572,0.5580357142857143,0.46875,0.3396785714285714,0.2195,0.7805,0.17175,0.1436785714285714,0.8563214285714286,0.8658536585365854,0.6585365853658537,0.5975609756097561,0.8289473684210527,0.9146341463414634
NETEASE INC,0.020259252036311275,0.0039791666666666,0.1066354816314,2.8576651583901116,0.0,0.6830357142857143,0.3873571428571429,0.0965357142857142,0.1035357142857142,0.3928571428571428,0.6964285714285714,0.9857857142857143,0.75,0.7410714285714286,0.7589285714285714,0.3571428571428571,0.75,0.6964285714285714,0.7589285714285714,0.4553571428571428,0.7678571428571428,0.6160714285714286,0.75,0.6607142857142857,0.8035714285714286,0.7053571428571428,0.7366071428571428,0.5401785714285714,0.5491071428571428,0.3437857142857143,0.2214642857142857,0.7785357142857143,0.2401071428571428,0.1536071428571429,0.8463928571428572,0.6097560975609756,0.9024390243902439,0.4268292682926829,0.881578947368421,0.3902439024390244
Meituan,0.01970433385812759,0.0134319444444444,0.3554112300170071,9.40423353779189,0.0,0.4955357142857143,0.5405357142857143,0.1247857142857142,0.1957857142857142,0.2678571428571428,0.4732142857142857,0.9707857142857143,0.7321428571428572,0.7857142857142856,0.75,0.6071428571428571,0.4553571428571428,0.5178571428571428,0.7767857142857144,0.7946428571428572,0.75,0.2767857142857143,0.7142857142857143,0.6964285714285714,0.75,0.7053571428571428,0.7321428571428572,0.4642857142857143,0.6785714285714286,0.2101785714285714,0.3553928571428571,0.6446071428571429,0.1775357142857142,0.2831071428571428,0.7168928571428572,0.32926829268292684,0.8536585365853658,0.3170731707317073,0.39473684210526316,0.34146341463414637
WiseTech Global Limited,0.01959521324514111,0.01925,0.4260000057480184,9.427324929730478,0.0,0.2589285714285714,0.3678571428571428,0.1474642857142857,0.212,0.5,0.5089285714285714,0.9785714285714286,0.8035714285714286,0.875,0.9642857142857144,0.6964285714285714,0.5982142857142857,0.5089285714285714,0.9821428571428572,0.7678571428571428,0.7232142857142857,0.5089285714285714,0.75,0.6875,0.7946428571428572,0.7410714285714286,0.7455357142857143,0.4776785714285714,0.5178571428571428,0.2031785714285714,0.5907857142857142,0.40921428571428575,0.1941785714285714,0.2051071428571428,0.7948928571428572,0.21341463414634146,0.2926829268292683,0.7073170731707317,0.8026315789473685,0.3048780487804878
ARM Holdings plc,0.01948936332083453,0.0132638888888888,0.2964685184533109,6.626531869362183,0.0,0.2276785714285714,0.2619642857142857,0.1077499999999999,0.2731428571428572,0.4642857142857143,0.4642857142857143,0.9985714285714286,0.7589285714285714,0.9821428571428572,0.7857142857142856,0.4821428571428571,0.7410714285714286,0.7321428571428572,0.7678571428571428,0.2946428571428572,0.7410714285714286,0.7410714285714286,0.7589285714285714,0.7142857142857143,0.9553571428571428,0.75,0.9642857142857144,0.5178571428571428,0.375,0.5533571428571429,0.1945714285714285,0.8054285714285715,0.3204642857142857,0.1875714285714285,0.8124285714285715,0.7621951219512195,0.17073170731707318,0.7926829268292683,0.13157894736842105,0.45121951219512196
Shopify Inc.,0.019483623300377055,0.0142513888888888,0.4544964243966878,14.49451708881682,0.0,0.21875,0.3726785714285714,0.1053571428571428,0.1880357142857143,0.25,0.5178571428571428,0.9933928571428572,0.7589285714285714,0.7589285714285714,0.875,0.375,0.7321428571428572,0.7232142857142857,1.0,0.4910714285714286,0.75,0.6160714285714286,0.9464285714285714,0.6964285714285714,0.9464285714285714,0.75,0.7901785714285714,0.5401785714285714,0.3794642857142857,0.4938214285714286,0.2101071428571428,0.7898928571428572,0.3029285714285714,0.1647142857142857,0.8352857142857143,0.6280487804878049,0.0975609756097561,0.6829268292682927,0.2565789473684211,0.5975609756097561
CROWDSTRIKE HOLDINGS INC,0.019423663507596046,0.0605513888888888,0.8821999681596298,12.85316155586424,0.0,0.21875,0.3366071428571428,0.1629642857142857,0.2477857142857142,0.2857142857142857,0.4553571428571428,0.9666071428571429,0.9553571428571428,1.0,0.7946428571428572,0.75,0.7410714285714286,0.7053571428571428,1.0,0.5089285714285714,0.75,0.4732142857142857,0.875,0.4642857142857143,0.7767857142857144,0.75,0.875,0.625,0.4732142857142857,0.5569285714285716,0.1951071428571428,0.8048928571428572,0.2482857142857143,0.1282857142857142,0.8717142857142858,0.3170731707317073,0.10975609756097561,0.8902439024390244,0.40789473684210525,0.8414634146341463
"Synopsys, Inc.",0.019362508294281162,0.0244583333333333,0.6429763097985489,16.902972468640254,0.0,0.2633928571428572,0.3595357142857143,0.1426071428571428,0.1582142857142857,0.4821428571428572,0.5089285714285714,0.9744285714285715,0.9642857142857144,1.0,0.7857142857142856,0.5178571428571429,0.5089285714285714,0.6875,0.7946428571428572,0.7321428571428572,0.7232142857142857,0.7232142857142857,0.9464285714285714,0.6964285714285714,0.7678571428571428,0.7767857142857144,0.7991071428571428,0.46875,0.5892857142857143,0.1867142857142857,0.2843571428571428,0.7156428571428572,0.2198928571428571,0.2072857142857142,0.7927142857142858,0.5121951219512195,0.43902439024390244,0.8292682926829268,0.8157894736842105,0.14634146341463414
META PLATFORMS INC,0.019129733441471647,0.0115402777777777,0.2887872330680491,7.22669484990153,0.0,0.3214285714285714,0.5086071428571429,0.114,0.1630357142857143,0.25,0.5357142857142857,0.9988571428571429,0.6964285714285714,0.8035714285714286,0.75,0.3214285714285714,0.7678571428571428,0.3035714285714286,0.7589285714285714,0.5089285714285714,0.7232142857142857,0.25,1.0,0.7232142857142857,0.7946428571428572,0.7142857142857143,0.7321428571428572,0.4866071428571428,0.6830357142857143,0.4631428571428572,0.1895,0.8105,0.2014285714285714,0.1222142857142857,0.8777857142857143,0.17073170731707318,0.7682926829268293,0.35365853658536583,0.19736842105263158,0.23170731707317074
APPLIED MATERIALS INC,0.0189894481762642,0.0069166666666666,0.1924021707590243,5.352086069318278,0.0,0.2723214285714286,0.3809642857142857,0.0788928571428571,0.1136428571428571,0.375,0.5535714285714286,0.9955714285714286,0.7589285714285714,1.0,0.75,0.5178571428571429,0.75,0.7142857142857143,0.7589285714285714,0.2946428571428572,0.75,0.7410714285714286,0.9732142857142856,0.5089285714285714,0.5267857142857143,0.75,0.8035714285714286,0.5178571428571428,0.5267857142857143,0.3769999999999999,0.21875,0.78125,0.2056428571428571,0.1489285714285714,0.8510714285714286,0.6951219512195121,0.4268292682926829,0.5853658536585366,0.631578947368421,0.2073170731707317
ADVANCED MICRO DEVICES INC,0.018953846321815043,0.0332125,0.9602181545372472,27.761201484468693,0.0,0.2232142857142857,0.3736071428571428,0.1837857142857143,0.2925,0.2410714285714286,0.6071428571428572,0.9937142857142858,0.75,0.9910714285714286,0.75,0.2857142857142857,0.7946428571428572,0.75,0.7767857142857144,0.2589285714285714,0.75,0.7232142857142857,0.9642857142857144,0.7410714285714286,0.5357142857142857,0.7410714285714286,0.7723214285714286,0.6294642857142857,0.4866071428571428,0.4513928571428571,0.21025,0.78975,0.3209285714285714,0.1546428571428571,0.8453571428571429,0.8780487804878049,0.15853658536585366,0.5121951219512195,0.3684210526315789,0.9512195121951219
Monday.com Ltd.,0.018764820886493817,0.0302222222222222,0.6905193059628427,15.777030173406816,0.0,0.2321428571428571,0.3442857142857143,0.1746071428571428,0.2656428571428572,0.2321428571428571,0.5357142857142857,0.9861785714285715,0.7142857142857143,0.9464285714285714,0.7589285714285714,0.5357142857142857,0.7142857142857143,0.7410714285714286,0.7678571428571428,0.7410714285714286,0.7321428571428572,0.7410714285714286,0.7321428571428572,0.4821428571428572,0.7410714285714286,0.7410714285714286,0.7633928571428572,0.5357142857142857,0.65625,0.3753571428571428,0.3385357142857143,0.6614642857142857,0.2592857142857143,0.1976785714285714,0.8023214285714286,0.573170731707317,0.2682926829268293,0.45121951219512196,0.3157894736842105,0.7560975609756098
SUPER MICRO COMPUTER INC,0.018731335150995777,0.0426597222222222,0.5674912963341261,7.54919053943645,0.0,0.2633928571428572,0.5968928571428571,0.1581785714285714,0.2141071428571428,0.2232142857142857,0.4553571428571428,0.9648214285714286,0.7321428571428572,0.9910714285714286,0.7321428571428572,0.5714285714285714,0.7053571428571428,0.4642857142857143,0.9732142857142856,0.4910714285714286,0.7232142857142857,0.4732142857142857,0.7321428571428572,0.25,0.5089285714285714,0.7142857142857143,0.7276785714285714,0.5401785714285714,0.3169642857142857,0.3622142857142857,0.3350357142857142,0.6649642857142858,0.1959642857142857,0.2742857142857143,0.7257142857142858,0.07317073170731707,0.24390243902439024,0.32926829268292684,0.11842105263157894,0.9024390243902439
MARVELL TECHNOLOGY INC,0.018687150327932094,0.0244458333333333,0.6119908705451699,15.320926904951826,0.0,0.2857142857142857,0.3535714285714286,0.1451785714285714,0.25575,0.2678571428571428,0.5535714285714286,0.9694642857142858,0.7321428571428572,0.9732142857142856,0.75,0.4285714285714286,0.7410714285714286,0.7321428571428572,0.7767857142857144,0.5267857142857143,0.7232142857142857,0.7321428571428572,0.7678571428571428,0.2946428571428572,0.7321428571428572,0.75,0.7589285714285714,0.5401785714285714,0.7098214285714286,0.3921071428571429,0.2460714285714286,0.7539285714285714,0.22875,0.1800714285714285,0.8199285714285716,0.4634146341463415,0.6829268292682927,0.47560975609756095,0.8421052631578947,0.7439024390243902
"MongoDB, Inc.",0.018523026653071366,0.0434027777777777,0.9394414201331625,20.333956190096167,0.0,0.2276785714285714,0.35125,0.1517857142857143,0.2465714285714285,0.2678571428571428,0.5,0.9828214285714286,0.7678571428571428,0.9642857142857144,0.7589285714285714,0.5178571428571429,0.7410714285714286,0.7053571428571428,0.7767857142857144,0.3035714285714286,0.7053571428571428,0.7142857142857143,0.7767857142857144,0.5089285714285714,0.7410714285714286,0.7410714285714286,0.7544642857142856,0.5535714285714286,0.5491071428571428,0.3732857142857143,0.18375,0.81625,0.2015357142857143,0.1534642857142857,0.8465357142857143,0.4024390243902439,0.2073170731707317,0.5609756097560976,0.42105263157894735,0.6829268292682927
GITLAB INC,0.018274495540283372,0.0263611111111111,0.5853677807263284,12.99852033050454,0.0,0.2633928571428572,0.3598214285714286,0.0918571428571428,0.1884285714285714,0.2678571428571428,0.5,0.9441071428571429,0.7410714285714286,0.7678571428571428,0.75,0.6071428571428571,0.6785714285714286,0.7410714285714286,0.75,0.7232142857142857,0.7053571428571428,0.7589285714285714,0.75,0.2589285714285714,0.7589285714285714,0.7410714285714286,0.7544642857142856,0.5178571428571428,0.6830357142857143,0.3467142857142857,0.2851071428571428,0.7148928571428572,0.3125357142857143,0.1988571428571428,0.8011428571428572,0.4878048780487805,0.3902439024390244,0.3902439024390244,0.6842105263157895,0.4024390243902439
CLOUDFLARE INC,0.018267221962488887,0.0387708333333333,0.8878185730837229,20.330277967864617,0.0,0.2276785714285714,0.2226785714285714,0.15225,0.2648214285714286,0.2678571428571428,0.3125,0.9167500000000001,0.7857142857142856,0.9732142857142856,0.875,0.4464285714285714,0.7232142857142857,0.7410714285714286,1.0,0.5982142857142857,0.7232142857142857,0.75,0.7767857142857144,0.625,0.7946428571428572,0.75,0.7857142857142856,0.53125,0.3839285714285714,0.5054285714285714,0.2528214285714286,0.7471785714285715,0.2627857142857143,0.1724285714285715,0.8275714285714285,0.7073170731707317,0.1951219512195122,0.7682926829268293,0.4342105263157895,0.5609756097560976
