Asset,w,Alpha,t-value,iKelly-weight,hard-sell,Valuation Score100,Tenbagger Probability100,Return100,Growth Rate100,Defensive Score100,Risk Score100,Bankruptcy Score100,Future Moat Score100,AI Winner Score100,Good Business Score100,Tariff Winner Score100,Sentiment Score100,Good Governance Score100,Market Disruptor Score100,Oversold Score100,Management Score100,Better World Score100,Marketability Score100,Clean Earnings Score100,Scalability Score100,Odds of Outperformance Score100,Bright Future Score100,Short-Term Upside Score100,Mispricing Score100,1-Month +10% Higher Probability100,1-Month -10% Lower Probability100,1-Month +20% Higher Probability100,1-Month -20% Lower Probability100,Cat-Integrity,Cat-Market,Cat-Quality,Cat-Resilience,Cat-Upside
MASTERCARD INC,0.021259704488292414,0.0031569444444444,0.0719150105620625,1.6382197517738375,0.0,0.2678571428571428,0.3682142857142857,0.1286785714285714,0.1354285714285714,0.7321428571428572,0.7142857142857143,0.999,0.9732142857142856,0.7767857142857144,0.9821428571428572,0.4464285714285714,0.7321428571428572,0.7589285714285714,0.7946428571428572,0.5,0.7946428571428572,0.7321428571428572,1.0,0.875,1.0,0.7857142857142856,0.9464285714285714,0.7142857142857143,0.6160714285714286,0.2310714285714285,0.0991785714285714,0.0809285714285714,0.0539285714285714,1.0,0.34146341463414637,0.8414634146341463,0.9078947368421053,0.24390243902439024
BYD Company Limited,0.02122547956936125,0.0220138888888888,0.5667832994441113,14.592755971022225,0.0,0.625,0.6334642857142857,0.1344642857142857,0.1703214285714286,0.4017857142857143,0.4910714285714286,0.9645,0.7857142857142856,0.6964285714285714,0.75,0.5892857142857143,0.3928571428571428,0.5178571428571428,0.9732142857142856,0.7232142857142857,0.75,0.5446428571428572,0.7410714285714286,0.7321428571428572,0.5178571428571428,0.7589285714285714,0.7857142857142856,0.4642857142857143,0.7589285714285714,0.2575357142857142,0.2247142857142857,0.1608214285714285,0.2090714285714285,0.573170731707317,0.926829268292683,0.5,0.7763157894736842,0.4146341463414634
BROADCOM INC,0.021058797613614472,0.0163152777777777,0.3116187031507874,5.9518579748389,0.0,0.2767857142857143,0.50975,0.1526964285714285,0.2498928571428571,0.5,0.625,0.9943571428571429,0.9553571428571428,0.9910714285714286,0.8035714285714286,0.4642857142857143,0.7589285714285714,0.75,0.9642857142857144,0.3035714285714286,0.7767857142857144,0.5267857142857143,0.9910714285714286,0.7589285714285714,0.7410714285714286,0.7767857142857144,0.9464285714285714,0.7678571428571428,0.6071428571428572,0.4342142857142858,0.1669642857142857,0.2023214285714285,0.0886071428571428,0.8048780487804879,0.35365853658536583,0.8292682926829268,0.8552631578947368,0.9878048780487805
KLA Corporation,0.02105058152228672,0.0132916666666666,0.3350415700783695,8.44535576280218,0.0,0.2946428571428572,0.5821428571428572,0.0808214285714285,0.1163571428571428,0.4642857142857143,0.5535714285714286,0.995,1.0,0.8035714285714286,0.9464285714285714,0.4285714285714286,0.7321428571428572,0.75,0.9642857142857144,0.3035714285714286,0.7946428571428572,0.7142857142857143,0.7946428571428572,0.7232142857142857,0.7589285714285714,0.7946428571428572,0.8035714285714286,0.6964285714285714,0.2589285714285714,0.3080357142857142,0.1872142857142857,0.0991785714285714,0.1191071428571428,0.8780487804878049,0.43902439024390244,0.8048780487804879,0.7171052631578947,0.3780487804878049
Constellation Software Inc.,0.021003951379924186,0.0473333333333333,0.8759257322546556,16.209420178011012,0.0,0.4017857142857143,0.5980714285714286,0.1426071428571428,0.1846785714285714,0.5267857142857143,0.4910714285714286,0.9817857142857143,0.7589285714285714,0.7232142857142857,0.7857142857142856,0.7142857142857143,0.7410714285714286,0.75,0.9464285714285714,0.6339285714285714,0.7946428571428572,0.5,0.75,0.7857142857142856,0.875,0.7946428571428572,0.75,0.4910714285714286,0.7589285714285714,0.2163571428571428,0.2793571428571428,0.1874285714285714,0.184,0.8292682926829268,0.7560975609756098,0.5609756097560976,0.8026315789473685,0.4878048780487805
APPLIED MATERIALS INC,0.020827067654796083,0.0069166666666666,0.1924021707590243,5.352086069318278,0.0,0.4553571428571428,0.6334642857142857,0.0789285714285714,0.1195714285714285,0.3035714285714286,0.5178571428571428,0.9919642857142859,0.7589285714285714,1.0,0.7678571428571428,0.5178571428571429,0.7142857142857143,0.7589285714285714,0.9642857142857144,0.3214285714285714,0.7589285714285714,0.625,0.9732142857142856,0.5089285714285714,0.5178571428571428,0.7589285714285714,0.7678571428571428,0.6964285714285714,0.625,0.3339999999999999,0.22075,0.1792142857142857,0.1788214285714285,0.7073170731707317,0.5975609756097561,0.6463414634146342,0.5855263157894737,0.6585365853658537
TRADE DESK INC,0.020810931017954348,0.032375,0.6374746354540933,12.552089910342216,0.0,0.4732142857142857,0.6202500000000001,0.1439285714285714,0.2119285714285714,0.2678571428571428,0.5,0.9968928571428572,0.75,0.8035714285714286,0.7857142857142856,0.5,0.2857142857142857,0.6964285714285714,0.9910714285714286,0.7767857142857144,0.7678571428571428,0.375,0.7767857142857144,0.4910714285714286,0.7946428571428572,0.7321428571428572,0.7678571428571428,0.4821428571428572,0.7410714285714286,0.2539642857142857,0.2953928571428571,0.1631071428571428,0.2650357142857142,0.3780487804878049,0.7439024390243902,0.6585365853658537,0.23684210526315788,0.6097560975609756
ADYEN NV,0.020801585042590852,0.0064833333333333,0.1226244927590885,2.319295561607776,0.0,0.3214285714285714,0.4665714285714286,0.1243928571428571,0.1848214285714285,0.4553571428571428,0.5089285714285714,0.9973571428571429,0.7678571428571428,0.9464285714285714,0.9553571428571428,0.5357142857142857,0.6160714285714286,0.7410714285714286,1.0,0.7321428571428572,0.7589285714285714,0.5535714285714286,0.7321428571428572,0.7589285714285714,0.9821428571428572,0.7321428571428572,0.7946428571428572,0.4910714285714286,0.6964285714285714,0.3488214285714286,0.2579999999999999,0.3015,0.1820714285714285,0.7682926829268293,0.5365853658536586,0.8170731707317073,0.4605263157894737,0.5365853658536586
"Paycom Software, Inc.",0.020791574544072985,0.0147361111111111,0.308163064230988,6.444337548773524,0.0,0.4821428571428572,0.4014285714285714,0.1069285714285714,0.12625,0.7142857142857143,0.5089285714285714,0.9987142857142858,0.7678571428571428,0.9107142857142856,0.9732142857142856,0.6071428571428571,0.5267857142857143,0.6964285714285714,0.7857142857142856,0.7321428571428572,0.7053571428571428,0.5267857142857143,0.75,0.4910714285714286,0.7857142857142856,0.7321428571428572,0.75,0.4642857142857143,0.6964285714285714,0.3807857142857143,0.2194285714285714,0.1957142857142857,0.1378928571428571,0.23780487804878048,0.6829268292682927,0.6951219512195121,0.618421052631579,0.14634146341463414
AMAZON.COM INC,0.020786180126046442,0.0059722222222222,0.1652712412035496,4.5736046236401275,0.0,0.2857142857142857,0.4581071428571428,0.1397142857142857,0.1516785714285714,0.4732142857142857,0.7232142857142857,0.9988928571428572,0.9821428571428572,0.9910714285714286,0.9910714285714286,0.4642857142857143,0.7410714285714286,0.6785714285714286,1.0,0.5178571428571428,0.7678571428571428,0.2589285714285714,1.0,0.6964285714285714,0.7857142857142856,0.7857142857142856,0.7589285714285714,0.6160714285714286,0.7410714285714286,0.2530714285714285,0.1916428571428571,0.2221428571428571,0.0958571428571428,0.4146341463414634,0.4878048780487805,0.926829268292683,0.6973684210526315,0.5121951219512195
"ServiceNow, Inc.",0.02077079214928463,0.0266111111111111,0.5842173225680682,12.825841001659375,0.0,0.2321428571428571,0.3953571428571428,0.1460357142857142,0.2015714285714286,0.625,0.7142857142857143,0.999,0.8035714285714286,0.9821428571428572,0.9642857142857144,0.5892857142857143,0.7232142857142857,0.75,1.0,0.4821428571428572,0.7857142857142856,0.7321428571428572,0.9732142857142856,0.75,0.9642857142857144,0.7857142857142856,0.7678571428571428,0.7321428571428572,0.7142857142857143,0.3219642857142857,0.2269642857142857,0.2050714285714285,0.1461785714285714,0.926829268292683,0.25609756097560976,0.8780487804878049,0.8421052631578947,0.8658536585365854
INTUIT INC,0.02064382759927553,2.7777777777777898e-05,0.0006186258276633,0.0137771249274761,0.0,0.2946428571428572,0.3108928571428571,0.13225,0.1470714285714285,0.7142857142857143,0.5178571428571428,0.99275,0.8035714285714286,0.9821428571428572,0.9732142857142856,0.5535714285714286,0.75,0.75,0.9910714285714286,0.5089285714285714,0.7678571428571428,0.5178571428571428,0.9464285714285714,0.75,0.9464285714285714,0.875,0.7767857142857144,0.7232142857142857,0.7232142857142857,0.254,0.1517857142857143,0.1604642857142857,0.0929285714285714,0.7804878048780488,0.5609756097560976,0.9024390243902439,0.8947368421052632,0.32926829268292684
PDD Holdings,0.020475989715346067,0.0416180555555555,0.9459930997078932,21.50275722277198,0.0,0.7678571428571428,0.3960714285714286,0.1065357142857142,0.1546071428571428,0.3839285714285714,0.5,0.9980714285714286,0.7321428571428572,0.7232142857142857,0.7589285714285714,0.25,0.7410714285714286,0.4821428571428572,0.875,0.5357142857142857,0.7142857142857143,0.25,0.75,0.3839285714285714,0.75,0.7142857142857143,0.7232142857142857,0.7053571428571428,0.7410714285714286,0.2795357142857143,0.1896428571428571,0.1785714285714285,0.1565357142857142,0.04878048780487805,0.9634146341463414,0.2682926829268293,0.3157894736842105,0.4634146341463415
"Intuitive Surgical, Inc.",0.020464147617014216,0.0066527777777777,0.1431467040610786,3.0800636317653476,0.0,0.25,0.3283928571428571,0.1192142857142857,0.1458571428571428,0.4821428571428572,0.7053571428571428,0.9985,0.9553571428571428,0.9910714285714286,0.9910714285714286,0.3035714285714286,0.6964285714285714,0.75,1.0,0.7232142857142857,0.875,0.7321428571428572,0.9732142857142856,0.7857142857142856,0.7410714285714286,0.7678571428571428,0.8035714285714286,0.5535714285714286,0.7946428571428572,0.2668571428571428,0.2415357142857143,0.1774642857142857,0.1684285714285714,0.9634146341463414,0.36585365853658536,0.8658536585365854,0.7368421052631579,0.21951219512195122
META PLATFORMS INC,0.020197796775887823,0.0115402777777777,0.2887872330680491,7.22669484990153,0.0,0.4910714285714286,0.6034642857142858,0.1154642857142857,0.1553571428571428,0.2321428571428571,0.5089285714285714,0.9977142857142858,0.7142857142857143,0.9642857142857144,0.7410714285714286,0.3214285714285714,0.7678571428571428,0.5,0.875,0.4910714285714286,0.7142857142857143,0.2589285714285714,1.0,0.7232142857142857,0.8035714285714286,0.7053571428571428,0.7142857142857143,0.7232142857142857,0.7053571428571428,0.29,0.2086428571428571,0.1855714285714285,0.1217142857142857,0.18292682926829268,0.7195121951219512,0.4268292682926829,0.15789473684210525,0.7195121951219512
CROWDSTRIKE HOLDINGS INC,0.01979633871522093,0.0605513888888888,0.8821999681596298,12.85316155586424,0.0,0.2410714285714286,0.3664285714285714,0.1605357142857143,0.271,0.2767857142857143,0.4821428571428572,0.97325,0.9821428571428572,0.9910714285714286,0.9642857142857144,0.75,0.75,0.5089285714285714,0.9821428571428572,0.2678571428571428,0.75,0.4910714285714286,0.875,0.4642857142857143,0.7678571428571428,0.7767857142857144,0.7767857142857144,0.7410714285714286,0.3839285714285714,0.5538571428571428,0.1881071428571428,0.2060357142857142,0.0932142857142857,0.2073170731707317,0.21951219512195122,0.8902439024390244,0.4868421052631579,0.926829268292683
Meituan,0.019785986481334016,0.0134319444444444,0.3554112300170071,9.40423353779189,0.0,0.7321428571428572,0.3478571428571428,0.1320714285714285,0.2002857142857143,0.2857142857142857,0.3035714285714286,0.97625,0.75,0.875,0.7589285714285714,0.6071428571428571,0.625,0.5089285714285714,0.9553571428571428,0.7410714285714286,0.7410714285714286,0.4464285714285714,0.7142857142857143,0.6964285714285714,0.7410714285714286,0.625,0.7321428571428572,0.4732142857142857,0.6875,0.1973214285714285,0.3619999999999999,0.1306071428571428,0.2925,0.2865853658536585,0.9024390243902439,0.47560975609756095,0.2894736842105263,0.15853658536585366
NETEASE INC,0.019640783399091033,0.0039791666666666,0.1066354816314,2.8576651583901116,0.0,0.5267857142857143,0.4213214285714286,0.0918928571428571,0.0956428571428571,0.5,0.625,0.99,0.7232142857142857,0.7678571428571428,0.7678571428571428,0.3571428571428571,0.7142857142857143,0.7410714285714286,0.75,0.2946428571428572,0.7410714285714286,0.4910714285714286,0.75,0.6607142857142857,0.75,0.7232142857142857,0.7410714285714286,0.5267857142857143,0.6875,0.3227142857142857,0.2195,0.1786785714285714,0.1610357142857142,0.4878048780487805,0.8048780487804879,0.3170731707317073,0.9539473684210527,0.23170731707317074
WiseTech Global Limited,0.019355800407604384,0.01925,0.4260000057480184,9.427324929730478,0.0,0.2232142857142857,0.3380357142857143,0.1362142857142857,0.2205357142857143,0.5089285714285714,0.375,0.9836785714285715,0.7678571428571428,0.7857142857142856,0.9642857142857144,0.6964285714285714,0.7053571428571428,0.7053571428571428,0.9642857142857144,0.6875,0.5714285714285714,0.5446428571428572,0.75,0.6875,0.8035714285714286,0.75,0.7678571428571428,0.4732142857142857,0.5,0.2141785714285714,0.29375,0.2123928571428571,0.23775,0.36585365853658536,0.17073170731707318,0.7317073170731707,0.4473684210526316,0.3170731707317073
ADVANCED MICRO DEVICES INC,0.019344911317654083,0.0332125,0.9602181545372472,27.761201484468693,0.0,0.2321428571428571,0.5226785714285714,0.1701785714285714,0.2544642857142857,0.2589285714285714,0.5089285714285714,0.9959285714285715,0.7410714285714286,0.9642857142857144,0.75,0.2857142857142857,0.7321428571428572,0.75,0.875,0.5357142857142857,0.7589285714285714,0.7232142857142857,0.9642857142857144,0.7410714285714286,0.5267857142857143,0.75,0.7321428571428572,0.5535714285714286,0.6875,0.2808928571428571,0.2338928571428571,0.1511071428571428,0.1201071428571428,0.8658536585365854,0.23170731707317074,0.3780487804878049,0.2631578947368421,0.7682926829268293
"Synopsys, Inc.",0.01900498582045912,0.0244583333333333,0.6429763097985489,16.902972468640254,0.0,0.2589285714285714,0.3239285714285714,0.1435714285714285,0.1748214285714285,0.5089285714285714,0.4642857142857143,0.9803571428571429,0.9642857142857144,0.9553571428571428,0.7767857142857144,0.5178571428571429,0.5178571428571428,0.75,0.9642857142857144,0.7142857142857143,0.75,0.7410714285714286,0.9464285714285714,0.6964285714285714,0.7857142857142856,0.7678571428571428,0.75,0.4910714285714286,0.5803571428571428,0.2251428571428571,0.3357857142857143,0.1641428571428571,0.27375,0.8048780487804879,0.2926829268292683,0.7560975609756098,0.6578947368421053,0.2073170731707317
MARVELL TECHNOLOGY INC,0.01890051579973199,0.0244458333333333,0.6119908705451699,15.320926904951826,0.0,0.4017857142857143,0.3805357142857143,0.1680357142857142,0.2527142857142857,0.2857142857142857,0.5,0.9408928571428572,0.7410714285714286,0.9732142857142856,0.7321428571428572,0.4285714285714286,0.75,0.7410714285714286,0.7678571428571428,0.7142857142857143,0.7410714285714286,0.7232142857142857,0.7678571428571428,0.2946428571428572,0.7232142857142857,0.7321428571428572,0.75,0.7232142857142857,0.75,0.46675,0.2276785714285714,0.1915714285714286,0.1573571428571428,0.524390243902439,0.6585365853658537,0.4878048780487805,0.881578947368421,0.9390243902439024
ZSCALER INC,0.018784428542377,0.0479027777777777,0.9088214543153168,17.242349486608916,0.0,0.2142857142857143,0.3406071428571428,0.1601785714285714,0.255,0.375,0.4910714285714286,0.965,0.7946428571428572,0.9732142857142856,0.8035714285714286,0.7321428571428571,0.75,0.75,1.0,0.2857142857142857,0.7410714285714286,0.7142857142857143,0.75,0.7053571428571428,0.7410714285714286,0.7589285714285714,0.75,0.7053571428571428,0.7232142857142857,0.2964642857142857,0.1861785714285714,0.19475,0.1252142857142857,0.7195121951219512,0.15853658536585366,0.7439024390243902,0.75,0.7073170731707317
ON SEMICONDUCTOR CORP,0.018775623641474923,0.0051708333333333,0.1060694914682504,2.175807320612395,0.0,0.4821428571428572,0.3341785714285714,0.1212857142857143,0.1888571428571428,0.2678571428571428,0.4642857142857143,0.9720714285714286,0.7321428571428572,0.8035714285714286,0.75,0.5178571428571429,0.5357142857142857,0.7410714285714286,0.7678571428571428,0.625,0.6964285714285714,0.7410714285714286,0.7678571428571428,0.5089285714285714,0.5089285714285714,0.75,0.7321428571428572,0.5089285714285714,0.5267857142857143,0.2378928571428571,0.2917499999999999,0.1511785714285714,0.2104285714285714,0.6097560975609756,0.6341463414634146,0.23170731707317074,0.39473684210526316,0.18292682926829268
"MongoDB, Inc.",0.018735254323504494,0.0434027777777777,0.9394414201331625,20.333956190096167,0.0,0.2232142857142857,0.4258928571428571,0.1460714285714285,0.1923214285714286,0.2410714285714286,0.5178571428571428,0.9942142857142858,0.7678571428571428,0.8035714285714286,0.75,0.5178571428571429,0.7678571428571428,0.7232142857142857,0.9642857142857144,0.25,0.7321428571428572,0.625,0.7767857142857144,0.5089285714285714,0.7410714285714286,0.75,0.7321428571428572,0.6875,0.7232142857142857,0.3636428571428571,0.20175,0.2076071428571428,0.1171071428571428,0.47560975609756095,0.1951219512195122,0.43902439024390244,0.3026315789473684,0.8048780487804879
Monday.com Ltd.,0.01867108120836335,0.0302222222222222,0.6905193059628427,15.777030173406816,0.0,0.2142857142857143,0.3785714285714286,0.1598214285714286,0.2528571428571428,0.2410714285714286,0.6964285714285714,0.9861428571428572,0.7232142857142857,0.9464285714285714,0.75,0.5357142857142857,0.7321428571428572,0.75,0.7589285714285714,0.6696428571428572,0.7142857142857143,0.6964285714285714,0.7321428571428572,0.4821428571428572,0.75,0.75,0.75,0.5267857142857143,0.7053571428571428,0.3609642857142857,0.2887857142857142,0.2040357142857143,0.1962142857142857,0.5365853658536586,0.14634146341463414,0.4634146341463415,0.5855263157894737,0.7804878048780488
PALO ALTO NETWORKS INC,0.01846180747221638,0.0211111111111111,0.5189999710719941,12.759203840813562,0.0,0.2321428571428571,0.3035714285714286,0.1213214285714285,0.1723214285714285,0.5089285714285714,0.4910714285714286,0.9767857142857143,0.7946428571428572,0.9642857142857144,0.7946428571428572,0.6785714285714286,0.75,0.75,0.9732142857142856,0.2678571428571428,0.7678571428571428,0.7321428571428572,0.9553571428571428,0.7410714285714286,0.75,0.7589285714285714,0.75,0.5446428571428572,0.3660714285714286,0.2491428571428571,0.1781785714285714,0.1221071428571428,0.103,0.9024390243902439,0.18292682926829268,0.7073170731707317,0.8223684210526315,0.06097560975609756
SUPER MICRO COMPUTER INC,0.01843243339582965,0.0426597222222222,0.5674912963341261,7.54919053943645,0.0,0.5,0.3904285714285714,0.1399642857142857,0.2230357142857143,0.2142857142857143,0.4464285714285714,0.9528928571428572,0.7232142857142857,0.9732142857142856,0.7321428571428572,0.5714285714285714,0.75,0.5089285714285714,0.8035714285714286,0.7142857142857143,0.6964285714285714,0.2946428571428572,0.7321428571428572,0.25,0.375,0.7142857142857143,0.6964285714285714,0.5,0.4821428571428572,0.3385,0.2818214285714285,0.1877857142857142,0.2107142857142857,0.036585365853658534,0.6951219512195121,0.21951219512195122,0.25,0.5975609756097561
ACM Research Inc.,0.018364455115158187,0.0575138888888888,0.7350334361356246,9.393803178239244,0.0,0.3125,0.4775,0.1326785714285714,0.1583928571428571,0.2589285714285714,0.4910714285714286,0.9562857142857143,0.7232142857142857,0.7857142857142856,0.6964285714285714,0.7321428571428571,0.7857142857142856,0.5357142857142857,0.7946428571428572,0.2410714285714286,0.7232142857142857,0.625,0.7321428571428572,0.3035714285714286,0.5089285714285714,0.7410714285714286,0.7142857142857143,0.7053571428571428,0.7053571428571428,0.3535714285714286,0.235,0.3069285714285714,0.1618571428571428,0.21951219512195122,0.5121951219512195,0.17073170731707318,0.5657894736842105,0.8414634146341463
"Airbnb, Inc.",0.018193888748900926,0.0014499999999999,0.0444767534286524,1.3642631693470002,0.0,0.2946428571428572,0.35125,0.0911071428571428,0.1352499999999999,0.2589285714285714,0.5,0.9825714285714287,0.7321428571428572,0.9821428571428572,0.7589285714285714,0.4285714285714286,0.5267857142857143,0.7321428571428572,0.9821428571428572,0.4732142857142857,0.75,0.2678571428571428,0.7678571428571428,0.7321428571428572,0.9464285714285714,0.7232142857142857,0.7410714285714286,0.5,0.6875,0.2087142857142857,0.2191071428571428,0.1333928571428571,0.1688571428571428,0.5487804878048781,0.4146341463414634,0.6097560975609756,0.4342105263157895,0.04878048780487805
OKTA INC,0.018041522911757316,0.0032819444444444,0.0787007279603083,1.8872362668926683,0.0,0.2946428571428572,0.3521428571428571,0.1145714285714285,0.1886785714285714,0.2589285714285714,0.5,0.9760714285714286,0.7410714285714286,0.7946428571428572,0.7410714285714286,0.5535714285714286,0.6875,0.7410714285714286,0.8035714285714286,0.7142857142857143,0.6160714285714286,0.5446428571428572,0.75,0.5178571428571428,0.7589285714285714,0.6964285714285714,0.7410714285714286,0.5446428571428572,0.7589285714285714,0.3035,0.2219642857142857,0.2069285714285714,0.1193214285714285,0.3902439024390244,0.47560975609756095,0.4024390243902439,0.5394736842105263,0.3048780487804878
